domain	final_url	status	tech_stack	jsonld_event_count	events_subpage	tribe_api	tier_guess	candidate_urls
departureto.com	https://departureto.com/	200	wordpress,elementor	0	no	no	T2	https://departureto.com/special-events/|https://departureto.com/premium-music/|https://departureto.com/content-tracks/live-events-and-touring/
docnowfestival.ca	https://docnowfestival.ca/	200	wordpress,elementor	0	no	no	T2	
designto.org	https://designto.org/	200	wordpress,elementor	0	no	no	T2	https://designto.org/saved-events|https://designto.org/event/designto-talks-virtual-exhibition-design/|https://designto.org/event/soft-grid/|https://designto.org/event/traces/|https://pinterest.com/pin/create/button/?url=https%3A%2F%2Fdesignto.org%2Fblog%2Fa-peek-behind-designtos-curtain%2F&media=https://designto.org/wp-content/uploads/event-manager-uploads/event_banner_image/2021/07/Surface-Tension_2019_Photos-by-Christine-Lim-courtesy-of-DesignTO-29-3.jpg&description=A%20Peek%20Behind%20DesignTO%E2%80%99s%20Curtain%20|%20DesignTO
dodgeballtoronto.net	https://www.dodgeballtoronto.net/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.dodgeballtoronto.net/mid-season-clash|https://www.dodgeballtoronto.net/corporate-events
downtowndodgeball.ca	https://downtowndodgeball.ca	0	unknown	0	no	no	SKIP	
downtownyonge.com	https://downtownyonge.com/	200	wordpress	0	yes	no	T1	https://downtownyonge.com/events/|https://downtownyonge.com/events-calendar|https://downtownyonge.com/winter/|https://downtownyonge.com/events|https://downtownyonge.com/events-calendar/|https://downtownyonge.com/events/free-events/|https://downtownyonge.com/sponsor-form/|https://www.nowplayingtoronto.com/
toronto.dataforgood.ca	https://toronto.dataforgood.ca/	200	wordpress,elementor	0	no	no	T2	https://www.meetup.com/DataforGood/
euc.yorku.ca	https://euc.yorku.ca/campuses-facilities/wild-garden-media-center	0	unknown	0	no	no	SKIP	
dromtaberna.com	https://www.dromtaberna.com/	200	squarespace	0	no	no	T2	https://www.dromtaberna.com/events-9O8Cm|https://www.eventbrite.ca/e/reverie-taberna-tickets-1978150076128?aff=website|https://karisikkasetlive.eventbrite.ca/?aff=website|https://www.eventbrite.ca/e/mike-t-kerrs-album-release-at-drom-taberna-tickets-1980682142607?aff=website|https://www.eventbrite.com/e/tastes-of-the-global-south-tickets-1983109910125?aff=oddtdtcreator|https://lightthenightukraine.eventbrite.ca/?aff=website
dupontbythecastle.ca	https://www.dupontbythecastle.ca/	200	wordpress,wix,elementor	0	no	no	T2	
diasporafilmfest.com	https://diasporafilmfest.com/	200	wordpress,elementor	0	no	no	T2	https://www.eventbrite.com/e/diaspora-film-festival-2025-tickets-1761301884349?aff=oddtdtcreator
ecospark.ca	https://www.ecospark.ca/	200	squarespace	0	yes	no	T2	https://www.ecospark.ca/program-pricing-and-policies|https://www.ecospark.ca/events-calendar|https://www.ecospark.ca/programs|https://www.ecospark.ca/events|https://www.ecospark.ca/school-watch
edithvaleyonge.wordpress.com	https://edithvaleyonge.wordpress.com/	200	wordpress	0	no	no	T1	https://edithvaleyonge.wordpress.com/blog/|https://edithvaleyonge.wordpress.com/2025/11/04/willowdale-west-spaghetti-town-hall-free-event-thursday-nov-20th/
eglintonvaughanclt.wixsite.com	https://eglintonvaughanclt.wixsite.com/landtrust	200	wix,elementor	0	no	no	T2	
commffest.com	https://commffest.com/	200	wordpress,elementor	0	no	no	T2	
dodgeballcollective.com	https://dodgeballcollective.com/dodgeballcollective/	200	static	0	yes	no	T1	
electricisland.to	https://www.electricisland.to/	200	static	1	yes	no	T0	https://www.electricisland.to/events|https://www.ticketweb.ca/event/electric-island-2025-season-closer-fort-york-tickets/13817534|https://www.ticketweb.ca/event/electric-island-2025-season-closer-fort-york-tickets/13817574
empireclubofcanada.com	https://empireclubofcanada.com/	200	wordpress	0	yes	no	T1	https://empireclubofcanada.com/upcoming-events/|https://empireclubofcanada.com/event/quantum-power-and-national-security-canadas-new-strategic-imperative/|https://empireclubofcanada.com/event/panel-energy-for-generations-can-ontario-meet-the-challenge/|https://empireclubofcanada.com/event/empire-nights-africa-the-caribbean-and-canada-unlocking-growth-across-the-new-trade-frontier/|https://empireclubofcanada.com/event/empire-nights-european-commissioner-for-trade-and-canadas-minister-of-export/|https://empireclubofcanada.com/event/hon-peter-bethlenfalvy-the-ontario-finance-ministers-annual-pre-budget-address/
afantasticabateria.com	https://afantasticabateria.com/	200	static	0	no	no	SKIP	
dukeheights.ca	https://dukeheights.ca/	200	wordpress,elementor	0	yes	no	T1	https://dukeheights.ca/billboard-ad-program/|https://dukeheights.ca/digital-marketing-program/|https://dukeheights.ca/events-calendar/|https://dukeheights.ca/events-calendar/#eve-cal|https://dukeheights.ca/events-calendar/#submit-event|https://dukeheights.ca/events-calendar/#sponsor-events|https://dukeheights.ca/events-calendar/#recent-events|https://dukeheights.ca/toronto-economic-dashboard/|https://dukeheights.ca/duke-events/
elevatefestival.ca	https://elevatefestival.ca/	200	wordpress	0	no	no	T1	https://elevatefestival.ca/contenttracks/
eroticartsandcrafts.com	https://www.eroticartsandcrafts.com/	200	static	0	no	no	SKIP	
estonianmusicweek.ca	https://www.estonianmusicweek.ca/	200	squarespace	0	no	no	T2	https://www.estonianmusicweek.ca/concerts|https://www.estonianmusicweek.ca/programs|https://www.estonianmusicweek.ca/offseason
duscproject.org	https://duscproject.org/	200	wordpress,elementor	0	no	no	T2	
donvalleyartclub.com	https://donvalleyartclub.com/	200	wordpress,elementor	0	yes	no	T1	https://donvalleyartclub.com/dvac-art-show-material/|https://donvalleyartclub.com/calendar-of-events/|https://donvalleyartclub.com/art-show-photos/
spectrumbaton.com	http://spectrumbaton.com/index.html	200	static	0	no	no	T1	http://spectrumbaton.com/schedule-of-events.html
eyesorecinema.com	https://eyesorecinema.com/	200	static	0	no	no	SKIP	
heritagetrust.on.ca	https://www.heritagetrust.on.ca/en/ewg/ewg-home	200	static	0	no	no	T1	https://www.heritagetrust.on.ca/ewg/ewg-home/whats-on|https://www.heritagetrust.on.ca/ewg/ewg-home/whats-on/events-calendar|https://www.heritagetrust.on.ca/ewg/ewg-home/whats-on/tickets|https://www.heritagetrust.on.ca/ewg/ewg-home/whats-on/virtual-tours|https://www.universe.com/events/public-tour-of-the-elgin-and-winter-garden-theatre-centre-tickets-6NGKW5|https://www.heritagetrust.on.ca/calendar?e=223144&d=|https://www.ticketmaster.ca/event/1000632FB7AB117B|https://www.heritagetrust.on.ca/calendar?e=353842&d=|https://www.ticketmaster.ca/war-on-the-catwalk-toronto-ontario-03-06-2026/event/1000634AF3777514|https://www.heritagetrust.on.ca/calendar?e=355860&d=
etobicokeclimateaction.ca	https://www.etobicokeclimateaction.ca/	200	wordpress	0	yes	no	T1	https://www.etobicokeclimateaction.ca/events/|https://www.etobicokeclimateaction.ca/workshop-walkable-neighbourhoods/
fairbankvillagebia.ca	https://www.fairbankvillagebia.ca/	200	squarespace	0	yes	no	T2	https://www.fairbankvillagebia.ca/events|https://www.fairbankvillagebia.ca/calendar|https://www.fairbankvillagebia.ca/Events
fairbanksummerfest.ca	https://www.fairbanksummerfest.ca/	200	wix,elementor	0	no	no	T2	https://www.toronto.ca/business-economy/business-operation-growth/business-incentives/construction-mitigation-grant-program/
ffdnorth.com	https://www.ffdnorth.com/	200	static	0	no	no	T1	https://www.ffdnorth.com/festival-calendar|https://www.ffdnorth.com/about?/tab/past-programming|https://www.ffdnorth.com/for-artists-presenters/international-presenters-program
thefemaleeyefilmfestival.com	https://www.thefemaleeyefilmfestival.com/	200	wix,elementor	0	no	no	T2	https://www.thefemaleeyefilmfestival.com/city-playhouse-theatre-2025
festivalofsouthasia.ca	https://www.festivalofsouthasia.ca/	200	static	0	no	no	SKIP	
etobicoke381.ca	https://etobicoke381.ca/	200	wordpress	0	no	no	T1	http://www.ontariovolleyball.org/indoor-events-calendar
labourfilms.ca	https://labourfilms.ca/	200	wordpress,elementor	0	no	no	T2	https://labourfilms.ca/watch/
emeryvillagebia.ca	https://emeryvillagebia.ca/	200	wordpress,elementor	0	yes	no	T1	https://emeryvillagebia.ca/events-calendar/|https://emeryvillagebia.ca/commercial-facade-programs/|https://emeryvillagebia.ca/commercial-facade-programs|https://www.toronto.ca/business-economy/business-operation-growth/business-incentives/commercial-space-rehabilitation-grant-program|https://emeryvillagebia.ca/events-calendar|http://emeryvillagebia.ca/events-calendar
toronto.figmentproject.org	https://toronto.figmentproject.org/	200	static	0	no	no	T1	https://toronto.figmentproject.org/event_details|https://toronto.figmentproject.org/past_events
ekran.ca	https://ekran.ca/	200	wordpress,elementor	0	no	no	T2	https://ekran.ca/category/events|https://ekran.ca/showtimes-tickets|https://ekran.ca/film/bedrock#showtimes|https://ekran.ca/film/this-is-not-happening#showtimes|https://ekran.ca/film/two-sisters#showtimes|https://ekran.ca/film/trains#showtimes|https://ekran.ca/film/north-south#showtimes|https://ekran.ca/film/photosensitive#showtimes|https://ekran.ca/film/home-sweet-home#showtimes|https://ekran.ca/film/sex-for-dummies#showtimes
filmifestival.org	https://filmifestival.org/	200	wordpress	0	no	no	SKIP	
foresthillvillage.ca	https://www.foresthillvillage.ca/	200	drupal	0	no	no	SKIP	
freefallsundays.com	https://freefallsundays.com/	200	squarespace	0	no	no	T2	
freegeektoronto.org	https://www.freegeektoronto.org/	200	static	0	no	no	T1	https://www.eventbrite.ca/o/free-geek-toronto-15051905925
foodshare.net	https://foodshare.net/	200	wordpress	0	no	no	T1	https://foodshare.net/programs/|https://foodshare.net/programs/community-learning-and-engagement/|https://foodshare.net/programs/community-food-growing/|https://foodshare.net/programs/community-action-support/|https://foodshare.net/programs/social-enterprise/|https://foodshare.net/programs/social-enterprise/wholesale/|https://foodshare.net/programs
gallery44.org	https://www.gallery44.org/	200	static	0	no	no	T1	https://www.gallery44.org/exhibitions-and-public-programs|https://www.gallery44.org/youth-programs|https://www.gallery44.org/events/photopolymer-gravure|https://www.eventbrite.ca/o/gallery-44-centre-for-contemporary-photography-30537546890
fu-gen.org	https://www.fu-gen.org/	200	squarespace	0	yes	no	T2	
fanexpohq.com	https://fanexpohq.com/fanexpocanada/	200	wordpress,squarespace,wix	1	no	no	T0	https://fanexpohq.com/fanexpocanada/main-events/|https://fanexpohq.com/fanexpocanada/about-the-show/|https://fanexpohq.com/home/events/|https://fanexpohq.com/fanexpocanada/cosplay/|https://fanexpohq.com/fanexpocanada/
euffto.com	https://euffto.com/	200	wordpress,elementor	0	no	no	T2	https://www.universe.com/events/heels-reels-celebrating-20-years-of-the-european-union-film-festival-tickets-T98SRJ|https://watch.eventive.org/euffonline|https://euffto.com/contact-us/
fivars.net	https://fivars.net/	200	wordpress	0	no	no	T1	https://www.toronto.ca/explore-enjoy/festivals-events/video-game-month/
gearyartcrawl.com	https://www.gearyartcrawl.com/	200	squarespace	0	no	no	T2	
gdnatoronto.org	https://www.gdnatoronto.org/	200	static	0	no	no	SKIP	
greenpill.to	https://greenpill.to/	200	static	0	no	no	T1	https://app--ubi-finder-df082d10.base44.app/Programs|https://www.youtube.com/@TheKusamarian|https://guild.host/civic-tech-toronto/events|https://open.spotify.com/show/0l6aXWC94dd0RA3tkKfxjd
gammaspace.ca	https://www.gammaspace.ca/	200	static	0	no	no	T1	https://irp-ppi.ca/en/
soraurenpark.com	https://soraurenpark.com/	200	wordpress,tribe-events,elementor	0	yes	yes	T1	https://soraurenpark.com/whats-on/|https://soraurenpark.com/all-events|https://soraurenpark.com/programs/summer-camps/|https://soraurenpark.com/programs/pumpkin-parade/|https://soraurenpark.com/programs/spring-sports-equipment-swap/|https://soraurenpark.com/programs/rc-toy-car-derby/|https://soraurenpark.com/programs/gardening-day/|https://soraurenpark.com/programs/sorauren-stargazers/|https://soraurenpark.com/programs/outdoor-movies/|https://soraurenpark.com/programs/farmers-market/
scarbgemclub.ca	https://www.scarbgemclub.ca/	200	wordpress	0	no	no	T1	https://www.scarbgemclub.ca/wonder-of-the-world-2026-show/|https://www.scarbgemclub.ca/category/gem-and-mineral-shows/|https://www.scarbgemclub.ca/2026/01/2026-wonders-of-the-earth-gem-and-mineral-show-flyer/
freqfreaks.com	https://www.freqfreaks.com/	200	wordpress	0	no	no	SKIP	
exmuslimstoronto.org	https://www.exmuslimstoronto.org/	200	wordpress	0	no	no	SKIP	
gerrardindiabazaar.com	https://gerrardindiabazaar.com/	200	wordpress	0	yes	no	T1	https://gerrardindiabazaar.com/events/
interlinkradio.weebly.com	https://interlinkradio.weebly.com/	200	static	0	no	no	SKIP	
greektowntoronto.com	https://greektowntoronto.com/	200	wordpress,tribe-events	0	yes	yes	T1	https://greektowntoronto.com/art-events/|https://greektowntoronto.com/art-events/classical-greek-art-tribute-mural/
gtalug.org	https://gtalug.org	0	unknown	0	no	no	SKIP	
harbordstreet.ca	https://www.harbordstreet.ca	0	unknown	0	no	no	SKIP	
gtaaqclub.wordpress.com	https://gtaaqclub.wordpress.com/	200	wordpress	0	no	no	SKIP	
hgjewishtheatre.com	https://hgjewishtheatre.com/	200	static	0	no	no	T1	https://hgjewishtheatre.com/shows.html
gtawoodworkers.com	http://gtawoodworkers.com/	200	wordpress,elementor	0	no	no	T2	
historytoronto.com	https://www.historytoronto.com/	200	static	0	yes	no	T1	https://www.historytoronto.com/events|https://www.historytoronto.com/venue-information/faqs/shows|https://www.historytoronto.com/rentals|https://www.historytoronto.com/rentals/event_types|https://www.historytoronto.com/rentals/event_types/corporate_events|https://www.historytoronto.com/rentals/event_types/social_gatherings|https://www.historytoronto.com/rentals/event_types/weddings|https://www.historytoronto.com/rentals/event_types/private-dining|https://www.historytoronto.com/rentals/event_types/private_concerts|https://www.historytoronto.com/rentals/event_types/holiday
horseshoetavern.com	https://www.horseshoetavern.com/	200	webflow	0	yes	no	T2	https://www.horseshoetavern.com/events|https://www.horseshoetavern.com/calendar|https://www.horseshoetavern.com/event/whispr-with-caardia|https://www.showclix.com/event/whispr-with-caardia|https://www.horseshoetavern.com/event/jim-cuddy-country-classicshbcabmt|https://www.showclix.com/event/jim-cuddy-country-classicshbcabmt|https://www.horseshoetavern.com/event/uncovered-maria-gabriella-rexford-drive-sunshine-express|https://www.showclix.com/event/uncovered-maria-gabriella-rexford-drive-sunshine-express|https://www.horseshoetavern.com/event/adsh98739uhjsfljn|https://www.showclix.com/event/adsh98739uhjsfljn
handeyesociety.com	https://www.handeyesociety.com/	200	wordpress	0	no	no	T1	https://www.handeyesociety.com/initiatives/|https://www.eventbrite.ca/o/the-hand-eye-society-15539055266|https://www.handeyesociety.com/event/%f0%9f%8e%ae-toronto-game-expo-is-this-weekend-heres-why-were-excited/|https://www.handeyesociety.com/event/superfestival-2025-everything-you-need-to-know/
hogtownrollerderby.com	https://www.hogtownrollerderby.com/	200	squarespace	0	yes	no	T2	https://www.hogtownrollerderby.com/events|https://www.ticketleap.events/events/hogtownrd|https://www.hogtownrollerderby.com/newsletter
guildwood.on.ca	https://www.guildwood.ca/	200	wordpress,wix,elementor	0	no	no	T2	https://www.guildwood.ca/blog|https://www.guildwood.ca/volunteer|https://www.guildwood.ca/blog/categories/housing
hillcrestvillagetoronto.com	https://www.hillcrestvillagetoronto.com/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.hillcrestvillagetoronto.com/events|https://www.hillcrestvillagetoronto.com/events-1/ai-for-small-business|https://www.facebook.com/sharer/sharer.php?u=https://www.hillcrestvillagetoronto.com/events-1/ai-for-small-business&quote=Check%20out%20this%20event.%20Hope%20to%20see%20you%20there!|https://twitter.com/intent/tweet?url=https://www.hillcrestvillagetoronto.com/events-1/ai-for-small-business&text=Check%20out%20this%20event.%20Hope%20to%20see%20you%20there!|https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.hillcrestvillagetoronto.com%2Fevents-1%2Fai-for-small-business
humberriverpals.ca	https://humberriverpals.ca/	200	static	0	no	no	T1	https://www.eventbrite.com/o/humber-river-pals-44504686233
hungarofest.ca	https://hungarofest.ca/	200	static	0	no	no	SKIP	
humbervalleyartclub.ca	https://www.humbervalleyartclub.ca/	200	squarespace	0	yes	no	T2	https://www.humbervalleyartclub.ca/events
interaccess.org	https://www.interaccess.org/	200	static	0	yes	no	T1	https://www.interaccess.org/events|https://www.interaccess.org/seasonal-programming/ia-winter-2026|https://www.interaccess.org/events/winter-lgbtq-mixer-2|https://www.interaccess.org/events/w26-openhdmi|https://www.interaccess.org/workshop/reactive-space-interactive-installations-with-touchdesigner|https://www.interaccess.org/news/interaccess-winter-2026-programming
islandfest.ca	https://islandfest.ca/	200	static	0	no	no	SKIP	
icct.info	https://www.icct.info/	200	wordpress,tribe-events	2	yes	yes	T0	http://icct.info/events|https://www.icct.info/event/nn0226|https://www.icct.info/event/thor26|https://www.icct.info/shop/2026-inl-na-wall-calendar-the-influencers-celebrating-the-legacy|https://www.icct.info/news/hanna-dora-sturludottir-concert-2019|https://www.icct.info/events/
icff.ca	https://icff.ca/	200	wordpress	0	yes	no	T1	https://icff.ca/program-boooklet-2025/|https://youtu.be/kyfZ28XBkdU?si=swzN-KKzK2CjZtrz&autoplay=1&rel=0&controls=1&showinfo=1
ghanafest.ca	https://ghanafest.ca/	200	wordpress,elementor	0	no	no	T2	
iffsatoronto.com	https://iffsatoronto.com/	200	wordpress,elementor	0	yes	no	T1	https://iffsatoronto.com/2025-special-events/|https://iffsatoronto.com/2025-pro-events/
toronto.jamsports.com	https://toronto.jamsports.com/	200	wordpress	0	yes	yes	T1	https://toronto.jamsports.com/sportsoffered/|https://toronto.jamsports.com/events/|https://jamgroupevents.com/
janeswalkfestivalto.com	https://www.janeswalkfestivalto.com/	200	wix,elementor	0	yes	no	T2	
jeandarlene.ca	https://jeandarlene.ca/	200	static	0	no	no	SKIP	
jerkfestival.ca	https://www.jerkfestival.ca/	200	squarespace	0	no	no	T2	
toronto.hahaha.com	https://toronto.hahaha.com/	200	static	0	no	no	T1	https://toronto.hahaha.com/public/shows-87/|https://toronto.hahaha.com/public/system/shows-87
jccc.on.ca	https://jccc.on.ca/	200	drupal	0	no	no	T1	https://jccc.on.ca/join-support/volunteer/volunteer-program|https://jccc.on.ca/visit/annual-events|https://jccc.on.ca/visit/past-events|https://jccc.on.ca/programs|https://jccc.on.ca/programs/martial-arts|https://jccc.on.ca/programs/martial-arts/starting-martial-arts|https://jccc.on.ca/programs/martial-arts/aikido|https://jccc.on.ca/programs/martial-arts/iaido|https://jccc.on.ca/programs/martial-arts/jodo|https://jccc.on.ca/programs/martial-arts/judo
kensingtonmarket.to	https://kensingtonmarket.to/	0	unknown	0	no	no	SKIP	
itsokworld.com	https://itsokworld.com/	200	wordpress,elementor	0	no	no	T2	https://itsokworld.com/webjul2023/studio#event-rentals
kmclt.ca	https://kmclt.ca/	200	static	0	no	no	SKIP	
hughsroomlive.com	https://hughsroomlive.com/	200	wordpress	0	yes	no	T1	https://hughsroomlive.com/guest-performances/|https://www.showpass.com/spencer-mackenzie/|https://www.showpass.com/irish-mythen-4/|https://www.showpass.com/jazz-in-torontos-all-that-cabaret-presents-marcus-nance/|https://www.showpass.com/the-barra-macneils-2/|https://www.showpass.com/raoul-the-big-time-28th-anniversary/|https://www.showpass.com/ndidi-o/|https://www.showpass.com/on-the-lash/|https://www.showpass.com/diyet-the-love-soldiers/|https://www.eventbrite.ca/e/gryphon-trio-with-hilario-duran-trio-tickets-1979895462626
kingswayratepayers.com	http://www.kingswayratepayers.com/	200	static	0	no	no	SKIP	
kennedybia.com	https://kennedybia.com/	200	wordpress	0	yes	no	T1	
jazzbistro.ca	https://jazzbistro.ca/	200	wordpress,tribe-events	0	yes	yes	T1	https://jazzbistro.ca/event-calendar/|https://jazzbistro.ca/events/|https://jazzbistro.ca/event/the-tim-hamel-quartets-all-request-power-hour-121/|https://jazzbistro.ca/events
estoniancentre.ca	https://www.estoniancentre.ca/	200	wordpress,wix,elementor	0	no	no	T2	https://www.estoniancentre.ca/news-events|https://www.estoniancentre.ca/eac-home|https://www.estoniancentre.ca/post/ecbc-crisis-preparedness-event
karmacoop.org	https://www.karmacoop.org/	200	squarespace	0	yes	no	T2	https://www.karmacoop.org/events-calendar|https://www.karmacoop.org/news-media-coverage|https://www.karmacoop.org/events
myhighlandcreek.org	https://myhighlandcreek.org/	200	wordpress,tribe-events	0	yes	yes	T1	https://myhighlandcreek.org/events/|https://myhighlandcreek.org/events/category/development/|https://myhighlandcreek.org/event/port-union-repair-cafe-2/|https://myhighlandcreek.org/contact/
leespalace.com	https://www.leespalace.com/	200	webflow	0	yes	no	T2	https://www.leespalace.com/events|https://www.leespalace.com/lees-calendar|https://www.leespalace.com/the-dance-cave-calendar|https://www.leespalace.com/event/pounds-of-sin-lees|https://www.showclix.com/event/pounds-of-sin-lees|https://www.leespalace.com/event/heavy-dirty-dance-a-21-pilots-dance-party|https://www.showclix.com/event/heavy-dirty-dance-a-21-pilots-dance-party|https://www.leespalace.com/event/belphegor-praise-the-beast-north-america-tour|https://www.showclix.com/event/belphegor-praise-the-beast-north-america-tour|https://www.leespalace.com/event/ratboys-w-florry
leasideresidents.ca	https://leasideresidents.ca/	200	wordpress	0	yes	no	T1	https://leasideresidents.ca/events/
leasidecurling.ca	https://leasidecurling.ca/	200	static	0	no	no	T1	https://leasidecurling.ca/index.php/news
libertyvillagebia.com	https://www.libertyvillagebia.com/	200	wordpress,squarespace	0	yes	no	T1	https://www.libertyvillagebia.com/events|https://www.explace.on.ca/event/|https://www.livenation.com/venue/KovZpZAEkkIA/budweiser-stage-events|https://www.coca-colacoliseum.com/events|https://www.toronto.ca/explore-enjoy/festivals-events/fifa-world-cup-26/?mc_cid=be51999dd2&mc_eid=bedf93e77f
letshiketo.ca	https://www.letshiketo.ca/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.eventbrite.ca/o/lets-hike-to-33722495553
enjoytheshore.ca	https://enjoytheshore.ca/	200	wordpress,elementor	0	yes	no	T1	https://enjoytheshore.ca/news-events/
littlejamaicafestival.com	https://littlejamaicafestival.com/	200	static	0	no	no	SKIP	
ljclt.ca	https://www.ljclt.ca/	200	wordpress,wix,elementor	0	no	no	T2	https://www.ljclt.ca
koreatownbia.com	https://koreatownbia.com/	200	wordpress,elementor	0	no	no	T2	https://koreatownbia.com/?uid=20&mod=document&pageid=1|https://koreatownbia.com/?uid=12&mod=document&pageid=1
gtaaudio.com	http://www.gtaaudio.com	0	unknown	0	no	no	SKIP	
longbranchbia.com	https://longbranchbia.com/	200	squarespace	0	yes	no	T2	https://longbranchbia.com/2020-events|https://longbranchbia.com/commercial-facade-improvement-program
torontolongwinter.com	https://www.torontolongwinter.com/	200	squarespace	0	no	no	T2	https://www.torontolongwinter.com/blog/the-full-lineup-for-long-winters-season-14-opener-is-here
tolittleitaly.com	https://tolittleitaly.com/	200	wordpress	0	yes	no	T1	https://tolittleitaly.com/events-public/|https://tolittleitaly.com/wp-content/uploads/2025/02/events.jpg
lptbia.com	https://lptbia.com/	200	nextjs	0	no	no	T2	https://lptbia.com/archives/business?filter=Events%20%2B%20Much%20More
youthline.ca	https://www.youthline.ca/	200	wordpress	0	no	no	T1	https://www.youthline.ca/about/programs/|https://www.youthline.ca/category/events-campaigns/
lula.ca	https://www.lula.ca/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.eventbrite.ca/e/jlg-a-live-tribute-to-juan-luis-guerra-tickets-1982907792586|https://www.lula.ca/calendar
pidcmabuhay.com	https://pidcmabuhay.com/	500	unknown	0	no	no	SKIP	
likebia.com	https://likebia.com/	200	wordpress	0	no	no	T1	https://likebia.com/news/
maggiestoronto.org	https://www.maggiestoronto.org/	200	wordpress,wix,elementor	0	no	no	T2	https://www.maggiestoronto.org/our-programs-services
marklandwood.org	https://www.marklandwood.org/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.marklandwood.org/events
mammalian.ca	https://mammalian.ca/	200	wordpress	0	yes	no	T1	https://mammalian.ca/calendar/
lyttonparkro.ca	https://lyttonparkro.ca/	200	wordpress,elementor	0	yes	no	T1	https://lyttonparkro.ca/events/|https://lyttonparkro.ca/events#ravine|https://lyttonparkro.ca/events#candidates|https://lyttonparkro.ca/events#agm
masseyhall.com	https://www.masseyhall.com/	200	static	0	no	no	SKIP	
tolive.com	https://www.tolive.com/Meridian-Arts-Centre	200	static	0	yes	no	T1	
imagesfestival.com	https://imagesfestival.com/	200	static	0	no	no	T1	https://imagesfestival.com/events|https://imagesfestival.com/events/past-lovers-an-images-festival-fundraiser
massexodus.ca	https://massexodus.ca/	200	wordpress,elementor	0	no	no	T2	https://massexodus.ca/show-designers/|https://massexodus.ca/production-team-show/
mercerunion.org	https://www.mercerunion.org/	200	static	0	yes	no	T1	https://www.mercerunion.org/programs
mimicobythelake.com	https://www.mimicobythelake.com/	200	static	0	no	no	T1	https://www.mimicobythelake.com/news-and-events|https://www.mimicobythelake.com/upcoming-events
marketodistrict.com	https://marketodistrict.com/	200	wordpress	0	yes	no	T1	https://marketodistrict.com/events/|https://marketodistrict.com/classic-car-show-2025-2/|https://marketodistrict.com/past-events/|https://marketodistrict.com/classic-car-show-2025/|https://marketodistrict.com/classic-car-show-saturday-september-21/|https://marketodistrict.com/classic-car-show-winners-and-pictures-2024/
mybia.ca	https://www.mybia.ca/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.mybia.ca/events|https://www.mybia.ca
mirvishvillagebia.com	https://www.mirvishvillagebia.com/	200	squarespace	0	yes	no	T2	https://www.mirvishvillagebia.com/events|https://www.mirvishvillagebia.com/new-gallery
momentumvolleyball.ca	https://momentumvolleyball.ca/adult	403	unknown	0	no	no	SKIP	
mixtofestival.com	https://www.mixtofestival.com/	200	squarespace	0	no	no	T2	https://www.mixtofestival.com/home-2025/florasystem-program-sam
mischiefmakers.ca	https://www.mischiefmakers.ca/	200	static	0	yes	no	T1	https://www.mischiefmakers.ca/workshops-and-events|https://www.mischiefmakers.ca/after-school-program|https://www.mischiefmakers.ca/calendar|https://app.amilia.com/store/en/mischief-makers/shop/programs
mountdennisbia.ca	https://www.mountdennisbia.ca/	200	wordpress,elementor	0	no	no	T2	https://www.mountdennisbia.ca/events/
loohoo.square.site	https://www.loohoo.ca/	200	static	0	yes	no	T1	
longboatroadrunners.com	https://longboatroadrunners.com/	200	wordpress	0	no	no	SKIP	
visitleslieville.ca	https://visitleslieville.ca/	200	wordpress,elementor	0	yes	no	T1	https://visitleslieville.ca/event/
nextmusicfromtokyo.com	https://www.nextmusicfromtokyo.com/	200	squarespace	0	no	no	T2	https://www.nextmusicfromtokyo.com/shows|https://www.ticketweb.ca/event/next-music-from-tokyo-vol-petit-campus-tickets/14442153
ncct.on.ca	https://www.ncct.on.ca/	200	wordpress,wix,elementor	0	no	no	T2	https://www.ncct.on.ca/blog/categories/programs|https://www.ncct.on.ca/blog/categories/events|https://www.ncct.on.ca/post/children-s-indigenous-language-led-programming|https://www.ncct.on.ca/post/youth-program|https://www.ncct.on.ca/post/seniors-program
newhoqueen.ca	https://www.newhoqueen.ca/	200	squarespace	0	no	no	T2	https://www.newhoqueen.ca/past-events
nativeearth.ca	https://nativeearth.ca/	200	squarespace	0	no	no	T2	https://nativeearth.ca/current-season|https://nativeearth.ca/shows/guest-presentations|https://nativeearth.ca/past-seasons|https://nativeearth.ca/whats-on|https://nativeearth.ca/shows/all-shows/upu-by-upu-collective-with-ontario-presents|https://nativeearth.ca/shows/all-shows/white-girls-in-moccasins-by-yolanda-bonnell|https://nativeearth.ca/shows/all-shows/paprika-festival-2026|https://nativeearth.ca/shows/all-shows/2-spirit-cabaret|https://nativeearth.ca/shows/all-shows/bol-brown-boy-bol|https://nativeearth.ca/for-artists/development-programs
mountpleasantvillage.ca	https://mountpleasantvillage.ca/	200	wordpress	0	yes	no	T1	https://mountpleasantvillage.ca/events/
moreneighbours.ca	https://www.moreneighbours.ca/	200	static	0	no	no	SKIP	
