domain	final_url	status	tech_stack	jsonld_event_count	events_subpage	tribe_api	tier_guess	candidate_urls
notfarfromthetree.org	https://notfarfromthetree.org/	200	wordpress	0	yes	no	T1	https://notfarfromthetree.org/get-involved/
nxne.com	https://www.nxne.com/	200	squarespace	0	no	no	T2	https://www.showpass.com/nxne-2026/|https://www.iamdaphne.com/event-details/daphne-girl-debut-ep-release-show
xtsc.ca	https://www.xtsc.ca/	200	wordpress	0	no	no	T1	https://www.xtsc.ca/xtsc-loyalty-program/|https://www.xtsc.ca/zuluru/events/
offlimitsports.com	https://www.offlimitsports.com/	200	wordpress,wix,elementor	0	no	no	T2	https://www.offlimitsports.com/otherprograms|https://www.offlimitsports.com/corporateevents
northyorkfacetingguild.ca	https://northyorkfacetingguild.ca/	200	wordpress,elementor	0	yes	no	T1	https://northyorkfacetingguild.ca/upcoming-show/
northrosedale.ca	https://northrosedale.ca/	200	wordpress,tribe-events	0	yes	yes	T1	https://northrosedale.ca/events/
mimicovillagebia.ca	https://mimicovillagebia.ca/	200	wordpress	0	no	no	SKIP	
musicgallery.org	https://musicgallery.org/	200	wordpress	0	no	no	T1	https://musicgallery.org/programming/2025-2026-season/|https://www.showpass.com/o/the-music-gallery/|https://musicgallery.org/residency-program/|https://musicgallery.org/programming/2025-2026-season/x-avant-xx-precious/|https://musicgallery.org/events/brahja-waldman-quintet/|https://musicgallery.org/event-category/performance/|https://musicgallery.org/events/exploring-code-as-music-instrument-in-supercollider/|https://musicgallery.org/event-category/workshop/|https://musicgallery.org/programming/2025-2026-season/2025-26-workshop/|https://musicgallery.org/events/experimenting-with-found-sound-writing/
ontarioplanners.ca	https://ontarioplanners.ca/home	200	static	0	no	no	T1	https://ontarioplanners.ca/inspiring-knowledge/cpl/courses-events|https://ontarioplanners.ca/news/oppi-events|https://ontarioplanners.ca/become-an-rpp/accredited-programs-student-scholarships|https://members.ontarioplanners.ca/mpower/event/landing.action?id=454|https://ontarioplanners.ca/inspiring-knowledge/cpl/workshops-events|https://members.ontarioplanners.ca/mpower/event/calendar
openfinancenetwork.ca	https://www.openfinancenetwork.ca/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.openfinancenetwork.ca/events
oakwoodvillage.ca	https://oakwoodvillage.ca/	200	wordpress	0	no	no	T1	https://oakwoodvillage.ca/news-events/
thelittlejamaica.com	https://thelittlejamaica.com/	200	wordpress,tribe-events,elementor	0	no	no	T2	https://thelittlejamaica.com/events/|https://thelittlejamaica.com/wp-content/uploads/2020/07/City-of-Toronto-Business-Support-Programs-BBPA-Webinar-22-July-2020.pdf
meetmeonossington.ca	https://www.meetmeonossington.ca/ossfest-2025.html	200	static	0	no	no	T1	https://www.meetmeonossington.ca/facade-improvement-program.html
opirgtoronto.org	https://opirgtoronto.org/	200	wordpress,tribe-events	0	no	yes	T1	https://opirgtoronto.org/program-calendar/|https://opirgtoronto.org/tracx/
hondaindy.com	https://hondaindy.com/	200	static	0	no	no	T1	https://hondaindy.com/news/754-nascar-canada-unveils-2026-calendar-featuring-the-honda-indys-return
meetmeonossington.ca	https://www.meetmeonossington.ca/	200	static	0	no	no	T1	https://www.meetmeonossington.ca/facade-improvement-program.html
parkdalepeopleseconomy.ca	https://parkdalepeopleseconomy.ca	0	unknown	0	no	no	SKIP	
origamicanada.org	https://origamicanada.org/	200	static	0	no	no	T1	https://origamicanada.org/441920866|https://origamicanada.org/441921314|https://origamicanada.org/442000221|https://culturedays.ca/en/events/e399868e-a53f-45d7-adaf-c814986627f2
pnlt.ca	https://pnlt.ca/	200	wordpress	0	no	no	T1	https://pnlt.ca/news/home-repair-program
parkbus.ca	https://www.parkbus.ca/	200	webflow	0	no	no	T2	https://www.parkbus.ca/destinations/terra-cotta-ca|https://www.parkbus.ca/destinations/four-corners-algonquin-stargazing-summer-weekend-perseids
pomegranatefilmfestival.com	https://pomegranatefilmfestival.com	0	unknown	0	no	no	SKIP	
parkpeople.ca	https://parkpeople.ca/	200	wordpress	0	no	no	T1	https://parkpeople.ca/why-park-people-micro-grants/|https://parkpeople.ca/initiatives/td-park-people-grants/|https://parkpeople.ca/upcoming-events/|https://parkpeople.ca/fall-in-the-ravines-community-led-events-bringing-people-together/|https://parkpeople.ca/sparking-possibility-empowering-communities-to-transform-parks-across-ontario/|https://parkpeople.ca/initiatives/
obsidiantheatre.com	https://www.obsidiantheatre.com/	200	wordpress	0	no	no	T1	https://www.obsidiantheatre.com/season-listings/|https://www.obsidiantheatre.com/show/21-black-futures-the-anthology/|https://www.obsidiantheatre.com/young-gifted-black-program/|https://www.obsidiantheatre.com/show/how-to-catch-creation/|https://www.obsidiantheatre.com/show/a-profoundly-affectionate-passionate-devotion-to-someone-noun/|https://www.obsidiantheatre.com/show/flex/
origamitoronto.org	https://origamitoronto.org/	200	wordpress	0	yes	no	T1	
picklefestcanada.com	https://picklefestcanada.com/	200	static	0	no	no	T1	https://www.showpass.com/picklefest-vancouver-2026/|https://www.ticketmaster.ca/event/1100638B1B5ED5C4|https://www.showpass.com/picklefest-calgary-2026/|https://www.showpass.com/picklefest-pei-2026/
parkdalevillagebia.com	https://parkdalevillagebia.com/	200	static	0	yes	no	T1	https://parkdalevillagebia.com/membership/#section-2|https://parkdalevillagebia.com/membership/#section-5|https://parkdalevillagebia.com/events|https://parkdalevillagebia.com/event-hub|https://parkdalevillagebia.com/events/heart-hunt-the-parkdale-village-valentines-light-up|https://parkdalevillagebia.com/business-directory?category=11908
queenwestartcrawl.com	https://www.queenwestartcrawl.com/	200	wix,elementor	0	no	no	T2	https://www.queenwestartcrawl.com/copy-of-festival-program|https://www.queenwestartcrawl.com/festival-program
queenstwestbia.ca	https://queenstwestbia.ca/	200	wordpress	0	no	no	SKIP	
papevillage.ca	https://papevillage.ca/	200	wordpress,elementor	0	yes	no	T1	https://papevillage.ca/events/|https://papevillage.ca/events/pape-village-block-party-2025/
pumpkinfesttoronto.com	https://www.pumpkinfesttoronto.com/	200	wordpress,elementor	0	no	no	T2	https://www.universe.com/events/pumpkin-fest-toronto-2025-tickets-PKXWD0
planetinfocus.org	https://planetinfocus.org/	200	wordpress,elementor	0	yes	no	T1	https://planetinfocus.org/year-round/events/|https://www.goelevent.com/planetinfocus/Pass/Sale/ParadiseFestivalPass2025
rhvbia.com	https://rhvbia.com/	200	static	0	no	no	T1	https://rhvbiamovienight.eventbrite.com
rastafest.tv	https://rastafest.tv/rastafest-reggae-festival/	200	wordpress,tribe-events,elementor	0	no	no	T2	https://rastafest.tv/rastafest-showcase/
pridetoronto.com	https://www.pridetoronto.com/	200	wordpress,elementor	0	no	no	T2	https://www.pridetoronto.com/affiliate-event/|https://www.pridetoronto.com/events/|https://batashoemuseum.ca/event/pride-party-2025/|https://www.rcmusic.com/performance/accessibility|https://tafelmusik.org/concerts-events/concerts/samuel-marino/|https://downtownyonge.com/events-dybia/|https://www.pridetoronto.com/towww.torontozoo.com/events|https://www.showpass.com/nxne-2024-passes/|https://hotdocs.ca/whats-on/films/its-only-life-after-all|https://hotdocs.ca/whats-on/films/glitter-and-doom
riotking.com	https://www.riotking.com/	200	squarespace	0	no	no	T2	
reflectiontheatre.com	https://reflectiontheatre.com/	200	wordpress	0	no	no	T1	https://reflectiontheatre.com/upcoming-performance-february-2026/|https://reflectiontheatre.com/upcoming-events-november-2025/|https://reflectiontheatre.com/upcoming-event-april-26-april-27-2025-toronto/
reelworld.ca	https://www.reelworld.ca/	200	wordpress,wix,elementor	0	no	no	T2	https://www.reelworld.ca/_files/ugd/48b400_98b5f54f96e042b6a93a4602d14504cc.pdf|https://www.reelworld.ca/programs|https://www.reelworld.ca/reelworld-e20-program|https://www.reelworld.ca/reelworld-producer-program|https://reelworld.ca/access-reelworld-wage-subsidy-program|https://www.reelworld.ca/programs/marketready
panamfest.com	https://panamfest.com/	200	wordpress,elementor	0	yes	no	T1	
rosepicnic.com	https://www.rosepicnic.com/	200	nextjs	0	no	no	T2	https://www.rosepicnic.com/about-2026
roythomsonhall.mhrth.com	https://roythomsonhall.mhrth.com/	200	static	0	no	no	T1	https://roythomsonhall.mhrth.com/whats-on|https://roythomsonhall.mhrth.com/rentals-special-events/|https://roythomsonhall.mhrth.com/choir-and-organ/|https://roythomsonhall.mhrth.com/tickets/rent-in-concert/|https://roythomsonhall.mhrth.com/tickets/harry-potter-in-concert/
rogersroadbia.com	https://rogersroadbia.com/	200	wordpress,elementor	0	yes	no	T1	https://rogersroadbia.com/eventss/|https://rogersroadbia.com/winter-magic-on-rogers-road-a-season-to-remember-%e2%9d%84%ef%b8%8f%e2%9c%a8/
rosedalemainstreet.ca	https://rosedalemainstreet.ca/	200	wordpress	0	no	no	T1	https://rosedalemainstreet.ca/events/|https://rosedalemainstreet.ca/event/art-fair/
queerdodgeball.ca	https://queerdodgeball.ca/	200	wordpress,elementor	0	no	no	T2	
royalfair.org	https://www.royalfair.org/	200	wordpress,elementor	0	no	no	T2	https://www.royalfair.org/gay-lea-butter-sculpting-showdown/|https://www.royalfair.org/royalhorseshow/|https://www.royalfair.org/horse-show/#events|https://www.royalfair.org/hospitality/|https://www.royalfair.org/royalhorseshow/entertainment/|https://www.royalfair.org/royalhorseshow/competitors/|https://www.royalfair.org/royal-horse-show-news/|https://www.royalfair.org/agriculture|https://www.royalfair.org/champions-showcase|https://www.royalfair.org/royalhorseshow
royalcanadiancurling.com	https://royalcanadiancurling.com/	200	static	0	no	no	T1	javascript:void(0);|https://royalcanadiancurling.com/index.php/club-events/club-calendar|https://royalcanadiancurling.com/index.php/club-events/event-registrations|https://royalcanadiancurling.com/
rciscience.ca	https://www.rciscience.ca/	200	squarespace	0	yes	no	T2	https://www.rciscience.ca/whats-on|https://www.rciscience.ca/events/2026/some-questionable-mischief|https://www.rciscience.ca/events/2026/rescicomm-conference|https://www.rciscience.ca/events/the-godfather-of-ai-in-conversation-with-professor-geoffrey-hinton
runningrats.com	https://www.runningrats.com/	200	static	0	no	no	SKIP	
oldscoolgeneralstore.com	https://oldscoolgeneralstore.com/	200	wordpress	0	yes	yes	T1	https://goo.gl/maps/k798XdzmNiA2
roseneath.ca	https://www.roseneath.ca/	200	wordpress,wix,elementor	0	no	no	T2	https://www.roseneath.ca/2025-26-season
salondulivredetoronto.com	https://www.salondulivredetoronto.com/	200	webflow	0	no	no	T2	https://www.salondulivredetoronto.com/programmation-33eme-edition|https://www.salondulivredetoronto.com/programmation-entrevues-et-lancements
salsaintoronto.com	https://salsaintoronto.com/events/salsa-on-st-clair/	200	wordpress	0	no	no	T1	https://salsaintoronto.com/events/|https://salsaintoronto.com/shop-hillcrest-village/
fanexpohq.com	https://fanexpohq.com/fanexpocanada/horror/	200	static	0	no	no	T1	https://fanexpohq.com/fanexpocanada/main-events/|https://fanexpohq.com/fanexpocanada/about-the-show/|https://fanexpohq.com/home/events/|https://fanexpohq.com/fanexpocanada/
seatonvillage.ca	https://www.seatonvillage.ca/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.seatonvillage.ca/events|https://www.seatonvillage.ca/events-old
shockwavevolleyball.ca	https://www.shockwavevolleyball.ca/	200	wix,elementor	0	no	no	T2	https://www.shockwavevolleyball.ca/lightning|https://www.shockwavevolleyball.ca/beach-programs
sciencerendezvous.ca	https://www.sciencerendezvous.ca/	200	wordpress,tribe-events	0	no	yes	T1	https://www.sciencerendezvous.ca/event-sites/|https://www.sciencerendezvous.ca/contact/become-a-volunteer/|https://www.sciencerendezvous.ca/about#edi|https://www.sciencerendezvous.ca/news/2025/06/20/science-rendezvous-partner-group-highlight-uwindsor-women-in-science/|https://www.sciencerendezvous.ca/news/2024/10/11/uwindsor-graduate-tim-igbokwe-inspires-the-next-generation-through-science-rendezvous/|https://www.sciencerendezvous.ca/event_sites/|https://www.sciencerendezvous.ca/virtual-events/|https://www.sciencerendezvous.ca/experiment_sites/water_program/|https://www.sciencerendezvous.ca/./innovation_showcase/|https://www.sciencerendezvous.ca/event_sites/24-heures-de-science/
rpff.ca	https://rpff.ca/	200	wordpress	0	no	no	T1	https://rpff.ca/festival/education/|https://rpff.ca/programs/live-it-to-learn-it/|https://rpff.ca/programs/home-made-visible/|https://rpff.ca/programs/rent-space/
beachesjazz.com	https://www.beachesjazz.com/salsa-on-the-beach2025	200	wordpress,wix,elementor	0	yes	yes	T1	https://www.beachesjazz.com/events-1|https://www.beachtowel.live
surjtoronto.com	https://www.surjtoronto.com/	200	squarespace	0	no	no	T2	https://www.surjtoronto.com/blog/event-030425-how-to-win|https://www.surjtoronto.com/blog?category=Event
scarbenv.ca	https://www.scarbenv.ca/	200	nextjs	0	no	no	T2	https://www.eventbrite.com/e/free-clothing-swap-rsvp-not-required-tickets-1965655897704|https://gem.cbc.ca/family-feud-canada/s06e23|https://environmentaldefence.ca/2023/11/15/media-advisory-photo-op-community-leaders-mayor-olivia-chow-and-the-public-gather-in-scarborough-on-saturday-november-18-to-discuss-a-clean-and-equitable-transportation-future/|https://www.thestar.com/news/gta/it-s-going-to-happen-ttc-hunts-for-scarborough-solutions-as-rt-remains-out-of/article_64f97ed6-e14a-5aa3-b62c-316d240459f5.html|https://www.cp24.com/news/hundreds-of-scarborough-residents-sign-massive-card-urging-local-councillor-to-reverse-ttc-service-cuts-1.6272272
socap.ca	https://socap.ca/	200	squarespace	0	yes	no	T2	https://socap.ca/events|https://socap.ca/rent
societyclubhouseto.com	https://www.societyclubhouseto.com/	200	squarespace	0	yes	no	T2	https://www.societyclubhouseto.com/events|https://www.eventsource.ca/society-clubhouse
sharesheppard.ca	https://sharesheppard.ca/	200	wordpress,elementor	0	yes	no	T1	https://sharesheppard.ca/whats-happening/
smallworldmusic.com	https://smallworldmusic.com/	200	wordpress	0	yes	no	T1	https://smallworldmusic.com/events/|https://smallworldmusic.com/past-events/|https://smallworldmusic.com/shows/portage/|https://smallworldmusic.com/shows/omar-sosa-yilian-canizares-aguas-trio/|https://smallworldmusic.com/shows/dakhabrakha-toronto/|https://smallworldmusic.com/shows/dialogos-the-sultan-and-the-bird/|https://smallworldmusic.com/shows/crossing-the-andes/|https://smallworldmusic.com/shows/alysha-brilla/|https://smallworldmusic.com/shows/ibrahim-maalouf/|https://smallworldmusic.com/open-doors-program/
polishfestival.ca	https://polishfestival.ca/	200	wordpress	0	no	no	T1	https://polishfestival.ca/category/events/
spaceunltd.com	https://www.spaceunltd.com/	404	unknown	0	no	no	SKIP	
seclt.ca	https://www.seclt.ca/	200	wordpress,wix,elementor	0	no	no	T2	
natbushnik0.wixsite.com	https://natbushnik0.wixsite.com/spindlecollective	200	wix,elementor	0	no	no	T2	
tolive.com	https://tolive.com/St-Lawrence-Centre-for-the-Arts	200	static	0	yes	no	T1	
roncesvallesvillage.ca	https://roncesvallesvillage.ca/	200	wordpress,wix,elementor	0	yes	no	T1	https://roncesvallesvillage.ca/our-events/|https://www.instagram.com/p/DUs6Ov2E8BG/
sheridanillustration.com	https://sheridanillustration.com/	200	wordpress	0	no	no	T1	https://www.sheridancollege.ca/programs/bachelor-of-illustration
shopthequeensway.com	https://shopthequeensway.com/	200	wordpress	0	no	no	SKIP	
estnh.org	https://www.westnh.org/	200	wordpress,tribe-events	0	yes	yes	T1	https://www.westnh.org/earlyon-program/|https://www.westnh.org/afterschool/|https://www.westnh.org/newcomeryouth/|https://www.westnh.org/youthleadership/|https://www.westnh.org/learning/|https://www.westnh.org/women/|https://www.westnh.org/adultdayprogram/|https://www.westnh.org/hal/
stclairgardens-bia.com	https://www.stclairgardens-bia.com/	200	wordpress	0	no	no	T1	https://www.stclairgardens-bia.com/category/upcoming-event/|https://www.stclairgardens-bia.com/business-updates/winter-newsletter/|https://www.stclairgardens-bia.com/business-directory/1676stclair/|https://www.stclairgardens-bia.com/upcoming-event/frosty-the-snowman-festival-is-coming-to-st-clair-gardens-on-saturday-november-29th/|https://www.stclairgardens-bia.com/upcoming-event/dementia-prevention-awareness/|https://www.stclairgardens-bia.com/upcoming-event/whats-happening-in-april/|https://www.stclairgardens-bia.com/upcoming-event/family-book-chat/|https://www.stclairgardens-bia.com/upcoming-event/healthy-eating-workshops-with-toronto-public-health/
sportsleaguescanada.com	https://www.sportsleaguescanada.com/	200	wordpress,wix,elementor	0	no	no	T2	https://www.sportsleaguescanada.com/leagues/coed-softball-leagues/
sculptorssocietyofcanada.org	https://www.sculptorssocietyofcanada.org/	200	wordpress	0	no	no	SKIP	
tamilfest.ca	https://www.tamilfest.ca/	200	static	0	no	no	SKIP	
thetacofest.com	https://www.thetacofest.com/toronto/home	200	webflow	1	no	no	T0	https://www.ticketlabs.com/event/15983|https://www.ticketlabs.com/event/15986|https://www.ticketlabs.com/event/15987/
tastethecaribbean.ca	https://tastethecaribbean.ca/	200	static	0	no	no	SKIP	
sublunararts.org	https://sublunararts.org/	200	wordpress	0	no	no	T1	https://sublunararts.org/upcoming-sublunar-events/|https://sublunararts.org/calendar/sublunar-calendar|https://sublunararts.org/category/events/
tfft.ca	https://www.tfft.ca/	200	wix,elementor	0	yes	no	T2	https://www.tfft.ca/past-events
tapestrycapital.ca	https://tapestrycapital.ca/	200	wordpress	0	yes	no	T1	
thebabyg.com	http://thebabyg.com/	200	static	0	no	no	T1	https://www.facebook.com/events/26177053395211586|https://www.eventbrite.ca/e/grandpa-cramps-30th-birthday-bash-tickets-1982531671598|https://www.facebook.com/events/1360149459177261|https://www.ticketmaster.ca/event/1000637AC3CA8C3D|https://www.facebook.com/events/1953822325201481|https://www.universe.com/events/summers-haus-season-2-vol-1-tickets-64WDLS|https://www.facebook.com/events/919472580653810|https://www.facebook.com/events/9367115366745889|https://www.ticketmaster.ca/event/10006371C7259F72|https://www.learhaven.com/event-details/lear-haven-live-at-the-baby-g
teamultrablack.com	https://www.teamultrablack.com/	200	squarespace	0	no	no	T2	
tasteofvietnam.org	https://www.tasteofvietnam.org/	200	wix,elementor	0	yes	no	T2	https://www.tasteofvietnam.org/events-1|https://www.tasteofvietnam.org/oldevents
comedylab.to	https://comedylab.to/	0	unknown	0	no	no	SKIP	
thecameron.com	https://www.thecameron.com/	200	wix,elementor	0	yes	no	T2	https://www.thecameron.com/shows|https://www.thecameron.com/events/paul-reddick-acoustic|https://www.facebook.com/sharer/sharer.php?u=https://www.thecameron.com/events/paul-reddick-acoustic&quote=Check%20out%20this%20event.%20Hope%20to%20see%20you%20there!|https://twitter.com/intent/tweet?url=https://www.thecameron.com/events/paul-reddick-acoustic&text=Check%20out%20this%20event.%20Hope%20to%20see%20you%20there!|https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.thecameron.com%2Fevents%2Fpaul-reddick-acoustic|https://www.thecameron.com/events/robertson-kerr-2026-02-21-20-30|https://www.facebook.com/sharer/sharer.php?u=https://www.thecameron.com/events/robertson-kerr-2026-02-21-20-30&quote=Check%20out%20this%20event.%20Hope%20to%20see%20you%20there!|https://twitter.com/intent/tweet?url=https://www.thecameron.com/events/robertson-kerr-2026-02-21-20-30&text=Check%20out%20this%20event.%20Hope%20to%20see%20you%20there!|https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.thecameron.com%2Fevents%2Frobertson-kerr-2026-02-21-20-30|https://www.thecameron.com/events/nicholas-campbell-10
theara.org	https://www.theara.org/	200	static	0	yes	no	T1	https://www.theara.org/events
thebentway.ca	https://thebentway.ca/	200	wordpress	0	no	no	T1	https://thebentway.ca/whats-on/|https://thebentway.ca/host-your-event/|https://thebentway.ca/event/winter-skating-2025/|https://www.eventbrite.ca/e/public-launch-cool-by-design-tickets-1982910319143?aff=oddtdtcreator|https://thebentway.ca/news/the-bentway-extends-skate-trail-season-through-march-8/|https://thebentway.ca/event/cool-by-design/|https://thebentway.ca/tag/events/|https://thebentway.ca/event/memory-work/|https://thebentway.ca/event/waterfront-reconnect-boom-town/|https://thebentway.ca/event/waterfront-reconnect-pixel-story/
thecornercomedy.com	http://thecornercomedy.com/	200	squarespace	0	no	no	T2	http://thecornercomedy.com/showtimes-listings|https://thecornercomedy.com/showtimes-listings
thekingsway.ca	https://thekingsway.ca/	200	wordpress,elementor	0	no	no	T2	https://thekingsway.ca/explore/?type=event&sort=order-by-date|https://thekingsway.ca/city-of-toronto-opens-applications-for-the-2026-cafeto-curb-lane-outdoor-dining-program/
thedrake.ca	https://thedrake.ca/	200	wordpress	0	yes	no	T1	https://thedrake.ca/thedrakehotel/meetings-and-events/weddings/|https://thedrake.ca/events|https://thedrake.ca/event/wine-tours-in-the-county/|https://thedrake.ca/event/happy-hour-15/|https://thedrake.ca/event/poetry-slam-5/|https://thedrake.ca/event/10pm-on-queen-west-3/|https://thedrake.ca/event/desi-nights-bolly-wave/|https://thedrake.ca/event/family-ties/
to-thebeach.com	https://thebeachbia.com/	200	squarespace	0	yes	no	T2	https://thebeachbia.com/events
theeglintonway.com	https://www.theeglintonway.com/	200	wordpress,wix,elementor	0	no	no	T2	
garrisontoronto.com	http://www.garrisontoronto.com/	200	static	0	no	no	T1	https://www.facebook.com/events/1548738896328113|https://www.ticketweb.ca/event/arkona-north-american-paganist-tour-the-garrison-tickets/14012264|https://link.dice.fm/Mfbc7c7291ce|https://www.facebook.com/events/3086321278216590|https://www.ticketmaster.ca/event/10006373A683926C|https://www.facebook.com/events/4177916342424303/|https://www.ticketweb.ca/event/milk-bone-the-garrison-tickets/14640783|https://www.facebook.com/events/1309905377204476|https://www.ticketmaster.ca/event/10006324D1A45293|https://www.facebook.com/events/861534610023279/
torontojunction.ca	https://torontojunction.ca/	200	wordpress,elementor	0	yes	no	T1	
ivgbc.com	https://ivgbc.com/	200	nextjs	0	no	no	T2	
dais.ca	https://dais.ca/	200	wordpress	0	yes	no	T1	https://secure.donate2torontomu.ca/registrant/DonationPage.aspx?Referrer=direct%2Fnone&eventid=333343&langpref=en-CA
thegreathall.ca	https://thegreathall.ca/	200	wordpress	0	yes	no	T1	https://www.thegreathall.ca/calendar/|https://thegreathall.ca/event/say-she-she-katzu-oso/|http://www.thegreathall.ca/calendar/
torontojra.com	https://www.torontojra.com/	200	wordpress,wix,elementor	0	yes	no	T1	https://www.torontojra.com/event-list
thepaintedlady.ca	https://www.thepaintedlady.ca/	200	squarespace	0	yes	no	T2	https://www.thepaintedlady.ca/events|https://www.thepaintedlady.ca/events-1/the-movement-2|https://www.thepaintedlady.ca/events-1/community-piano-jam-adam-dilouya-2crrn-m3tjw-2tsxf-yf6x5-c9mkc-m4z6b-8p57k-da8d3-zmbjg|https://www.thepaintedlady.ca/events-1/pull-up-4|https://www.thepaintedlady.ca/events-1/back-to-my-roots-1|https://www.eventbrite.com/e/1981907368290?aff=oddtdtcreator|https://www.thepaintedlady.ca/events-1/soul-sunday-572je-4274y-bc8wm-5wl94|https://www.thepaintedlady.ca/events-1/open-mic-mondays-wkunle-4-pzfsl-gdpew-5xy7z-p69k6-a8e7x-f6zkb-55zld-xn9tf-ew4cp-r8yms-bc6sx-bgabf-zg8dt-xa3md|https://www.thepaintedlady.ca/events-1/free-range-music-series-4-9pw8h|https://www.eventbrite.com/e/1982850128110?aff=oddtdtcreator
silverview.ca	https://silverview.ca	0	unknown	0	no	no	SKIP	
fontra.com	https://fontra.com/	200	wordpress,elementor	0	yes	no	T1	https://fontra.com/events/
swansearatepayers.ca	https://swansearatepayers.ca/	200	wordpress	0	yes	no	T1	https://swansearatepayers.ca/events/
theremixproject.com	https://www.theremixproject.com/	200	static	0	yes	no	T1	
theoperahousetoronto.com	https://www.theoperahousetoronto.com/	200	wordpress,nextjs	25	yes	yes	T0	https://www.theoperahousetoronto.com/shows|https://www.theoperahousetoronto.com/special-events|https://www.ticketmaster.ca/touche-amore-stage-four-10-year-toronto-ontario-04-12-2026/event/1000635BB658D044|https://www.ticketmaster.ca/dj-meredith-marks-toronto-ontario-02-21-2026/event/1000638CB06ABD71|https://www.ticketmaster.ca/boy-bear-tripping-over-time-toronto-ontario-02-24-2026/event/10006358AFDCBE85|https://www.ticketmaster.ca/nimino-spring-tour-2026-toronto-ontario-02-27-2026/event/1000636DC12ACAE1|https://www.ticketmaster.ca/orbit-culture-death-above-life-north-toronto-ontario-03-03-2026/event/10006367F10A973F|https://www.ticketmaster.ca/aries-glass-jaw-world-tour-toronto-ontario-03-05-2026/event/10006379CE339743|https://www.ticketmaster.ca/chasing-abbey-moved-to-the-opera-toronto-ontario-03-09-2026/event/1000636BC9A3D674|https://www.ticketmaster.ca/club-1bd-toronto-toronto-ontario-03-13-2026/event/10006392B51B7E8D
summerworks.ca	https://summerworks.ca/	200	wordpress,tribe-events	0	yes	yes	T1	https://summerworks.ca/associate-artists/|https://summerworks.ca/2025/06/23/announcing-the-2025-summerworks-performance-festival/|https://workinculture.ca/programs/cat-fund/
thephoenixconcerttheatre.com	https://thephoenixconcerttheatre.com/	200	wordpress	0	yes	no	T1	https://thephoenixconcerttheatre.com|https://thephoenixconcerttheatre.com/contests/|https://thephoenixconcerttheatre.com/events/|https://thephoenixconcerttheatre.com/venue/|https://thephoenixconcerttheatre.com/venue/faq/|https://thephoenixconcerttheatre.com/venue/gallery/|https://thephoenixconcerttheatre.com/events/event/zomboy/|https://thephoenixconcerttheatre.com/events/event/margo-price-2/|https://thephoenixconcerttheatre.com/events/event/jay-electronica/|https://thephoenixconcerttheatre.com/events/event/elevation-the-best-of-u2-at-the-sphere-in-las-vegas/
themodclub.com	https://www.themodclub.com/	200	nextjs	25	yes	no	T0	https://www.themodclub.com/shows|https://www.themodclub.com/special-events|https://www.ticketmaster.ca/sarah-kinsley-toronto-ontario-04-22-2026/event/10006378DB0AA044|https://www.ticketmaster.ca/wu-lyf-toronto-ontario-04-30-2026/event/1000642CFF669A5A|https://www.ticketmaster.ca/kotd-presents-world-domination-ix-toronto-ontario-03-07-2026/event/10006426B2915F0D|https://www.ticketmaster.ca/flamingosis-toronto-ontario-03-27-2026/event/10006382DE78B25C|https://www.ticketmaster.ca/kentheman-kinda-famous-2our-toronto-ontario-03-18-2026/event/1000643D222CA47E|https://www.ticketmaster.ca/vana-the-lady-in-red-tour-toronto-ontario-04-28-2026/event/10006382D45FA8B5|https://www.ticketmaster.ca/samm-henshaw-presents-it-could-be-toronto-ontario-02-27-2026/event/1000634E02569A23|https://www.ticketmaster.ca/eidola-the-eviscerate-mend-tour-toronto-ontario-03-19-2026/event/1000636C16A88967
thesuperclub.ca	https://superclubca.wordpress.com/	200	wordpress	0	yes	yes	T1	
therex.ca	https://www.therex.ca/	200	squarespace	0	yes	no	T2	https://www.therex.ca/events|https://www.therexshop.ca/collections/live-shows|https://www.therex.ca/events/tom-reynolds-trio-1|https://www.therex.ca/events/gary-smulyan-5hr5g-tbtlr|https://www.therex.ca/events/alan-zemaitis-trio|https://www.therex.ca/events/advocats-big-band-1|https://www.therex.ca/events/rebecca-hennessey|https://www.therex.ca/events/gary-smulyan-5hr5g-tbtlr-hkmrn
slna.ca	https://www.slna.ca/	200	static	0	yes	no	T1	https://www.slna.ca/calendar.html|https://www.slna.ca/events.html|https://www.slna.ca/wrg-events.html|https://www.slna.ca/submit-an-event.html
theatrefrancais.com	https://www.theatrefrancais.com/fr/	200	static	0	no	no	T1	https://www.theatrefrancais.com/fr/spectacles/saison-2025-2026/|https://www.theatrefrancais.com/fr/webdiffusions/|https://www.theatrefrancais.com/fr/webdiffusions/karine-ricard-presente-sa-programmation-2025-2026/|https://www.collegelacite.ca/programmes?search=&campus=37520540&sort=default&itemsPerPage=10
southrosedale.org	https://southrosedale.org/	200	wordpress,elementor	0	yes	no	T1	https://southrosedale.org/events/
aterfrontbia.com	https://www.waterfrontbia.com/	200	wordpress,nextjs	0	yes	no	T1	https://www.waterfrontbia.com/events|https://www.waterfrontbia.com/events/mr-dressup-degrassi-museum-toronto|https://www.waterfrontbia.com/events/sugar-shack|https://www.waterfrontbia.com/events/kuumba
